,player_id,fifa_version,overall,potential,age,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,main_position
138306,206489,17.0,66,72,23,Left,2,2,1,73.0,37.0,56.0,65.0,64.0,69.0,DF
148717,141100,16.0,75,75,36,Left,4,3,1,76.0,42.0,67.0,66.0,77.0,74.0,DF
95063,201988,19.0,76,76,29,Right,2,2,2,48.0,28.0,49.0,50.0,76.0,74.0,DF
154322,222079,16.0,66,81,18,Right,3,3,1,76.0,56.0,60.0,71.0,24.0,41.0,MD
93933,202335,19.0,80,84,24,Right,3,2,2,65.0,63.0,72.0,65.0,82.0,86.0,MD
115789,232241,18.0,71,76,25,Right,4,3,1,72.0,67.0,71.0,75.0,54.0,67.0,MD
37096,231943,22.0,82,87,24,Right,5,4,3,83.0,78.0,73.0,83.0,53.0,80.0,FW
49127,261025,22.0,63,86,17,Right,3,3,1,72.0,62.0,46.0,60.0,20.0,56.0,FW
58349,225018,21.0,74,75,27,Right,3,3,2,75.0,74.0,62.0,73.0,52.0,77.0,FW
60139,220685,21.0,71,74,26,Right,4,3,1,68.0,70.0,68.0,71.0,34.0,71.0,FW
56753,192366,21.0,79,79,32,Right,3,2,3,54.0,57.0,61.0,58.0,80.0,78.0,DF
24145,193942,23.0,69,69,32,Left,2,3,1,56.0,57.0,64.0,63.0,67.0,68.0,MD
135652,157661,17.0,69,69,30,Right,4,2,1,61.0,69.0,62.0,69.0,36.0,66.0,FW
18354,192985,23.0,91,91,31,Right,5,4,4,74.0,88.0,93.0,87.0,64.0,77.0,MD
109955,242385,19.0,56,75,17,Right,3,2,1,68.0,57.0,36.0,49.0,23.0,51.0,FW
66815,242434,21.0,64,84,19,Right,4,4,1,66.0,62.0,63.0,70.0,48.0,60.0,MD
340,207421,24.0,81,81,28,Right,4,4,2,81.0,80.0,78.0,84.0,30.0,61.0,FW
75783,227813,20.0,78,85,22,Left,3,3,1,71.0,66.0,80.0,79.0,77.0,66.0,DF
142446,227864,17.0,62,64,24,Right,3,3,1,68.0,56.0,56.0,69.0,45.0,58.0,MD
117825,210626,18.0,69,70,28,Right,3,2,1,68.0,41.0,47.0,43.0,69.0,75.0,DF
37088,225100,22.0,82,88,24,Right,3,3,2,81.0,30.0,66.0,69.0,83.0,78.0,DF
164159,188253,15.0,79,83,23,Right,4,3,2,73.0,67.0,76.0,76.0,78.0,80.0,MD
137513,181794,17.0,67,68,27,Right,2,2,1,63.0,68.0,56.0,63.0,28.0,71.0,FW
147561,170368,16.0,79,83,23,Left,2,4,2,80.0,77.0,78.0,84.0,32.0,57.0,MD
164193,21146,15.0,79,79,32,Right,3,2,3,60.0,69.0,79.0,72.0,75.0,68.0,MD
19975,171972,23.0,75,75,34,Right,3,3,1,52.0,67.0,71.0,72.0,74.0,68.0,MD
96101,237692,19.0,73,88,18,Left,3,3,1,74.0,61.0,71.0,75.0,55.0,55.0,MD
130418,170783,17.0,78,78,30,Right,3,2,2,68.0,57.0,66.0,71.0,77.0,88.0,MD
137567,216577,17.0,67,68,26,Left,3,3,1,73.0,61.0,60.0,70.0,49.0,38.0,FW
174396,173440,15.0,61,65,25,Right,2,2,1,49.0,31.0,47.0,40.0,58.0,78.0,DF
76290,231352,20.0,76,85,21,Right,3,3,1,74.0,74.0,57.0,69.0,31.0,68.0,FW
87305,241037,20.0,63,80,20,Left,4,3,1,67.0,59.0,59.0,64.0,47.0,52.0,MD
130107,194957,17.0,79,83,24,Right,3,2,2,62.0,56.0,65.0,61.0,79.0,80.0,DF
64112,179822,21.0,67,67,33,Right,3,3,1,66.0,55.0,63.0,68.0,71.0,60.0,DF
38980,244383,22.0,74,78,26,Right,3,2,1,65.0,23.0,43.0,42.0,77.0,74.0,DF
67492,204499,21.0,64,66,25,Right,3,2,1,45.0,33.0,42.0,38.0,61.0,75.0,DF
128386,229132,18.0,55,66,19,Left,3,3,1,67.0,55.0,35.0,54.0,24.0,48.0,FW
93627,186942,19.0,84,85,27,Right,4,4,3,68.0,74.0,83.0,84.0,69.0,70.0,MD
2681,207650,24.0,73,73,28,Right,3,3,1,61.0,58.0,68.0,70.0,75.0,67.0,DF
51433,260723,22.0,61,74,19,Right,3,2,1,56.0,62.0,45.0,57.0,29.0,54.0,FW
112495,203627,18.0,78,78,28,Left,2,4,2,90.0,74.0,75.0,79.0,56.0,51.0,MD
163959,180403,15.0,82,84,25,Right,4,4,2,89.0,73.0,78.0,87.0,51.0,63.0,MD
164225,168585,15.0,79,79,29,Right,4,2,3,61.0,59.0,60.0,59.0,81.0,82.0,DF
100654,166862,19.0,68,68,32,Left,2,2,1,54.0,28.0,47.0,44.0,68.0,65.0,DF
147844,176731,16.0,78,78,29,Right,2,2,2,52.0,68.0,67.0,67.0,78.0,85.0,MD
39318,247827,22.0,73,85,19,Left,2,4,1,78.0,64.0,74.0,77.0,50.0,54.0,MD
26858,240863,23.0,66,75,22,Right,3,2,1,64.0,53.0,64.0,68.0,62.0,67.0,MD
94375,172962,19.0,78,78,27,Right,4,4,2,78.0,70.0,74.0,81.0,73.0,71.0,FW
92395,227219,20.0,55,67,21,Right,3,2,1,53.0,32.0,41.0,44.0,53.0,60.0,DF
56267,225100,21.0,83,88,23,Right,3,3,2,82.0,30.0,66.0,69.0,83.0,80.0,DF
139735,209873,17.0,65,66,26,Right,2,3,1,77.0,49.0,60.0,66.0,62.0,57.0,DF
76203,187735,20.0,77,77,29,Right,3,4,3,74.0,72.0,74.0,76.0,70.0,68.0,MD
55309,256556,22.0,53,78,17,Left,3,3,1,69.0,42.0,53.0,59.0,44.0,52.0,DF
75351,222509,20.0,81,87,22,Right,3,4,2,69.0,67.0,79.0,84.0,68.0,68.0,MD
164080,162240,15.0,80,82,26,Left,2,4,3,79.0,71.0,75.0,84.0,69.0,83.0,MD
58684,237211,21.0,73,79,23,Left,3,3,1,76.0,51.0,69.0,72.0,70.0,67.0,DF
167822,194091,15.0,68,77,22,Right,3,3,1,77.0,58.0,65.0,72.0,45.0,62.0,MD
37240,198710,22.0,81,81,29,Left,3,4,4,53.0,86.0,86.0,86.0,50.0,60.0,FW
1872,241928,24.0,74,80,23,Right,3,3,1,66.0,58.0,74.0,77.0,68.0,68.0,MD
39422,234701,22.0,73,79,23,Left,2,3,1,70.0,67.0,72.0,71.0,65.0,69.0,MD
94672,186905,19.0,77,77,28,Right,4,3,1,62.0,76.0,67.0,74.0,47.0,80.0,FW
167816,211088,15.0,68,78,21,Right,3,2,1,70.0,52.0,64.0,70.0,69.0,56.0,MD
56362,176635,21.0,82,82,31,Left,2,4,4,64.0,69.0,85.0,83.0,24.0,55.0,MD
178527,215509,15.0,54,64,21,Right,3,2,1,68.0,48.0,51.0,60.0,55.0,51.0,MD
57218,194794,21.0,77,77,30,Left,2,4,3,65.0,80.0,77.0,80.0,42.0,68.0,MD
40753,236015,22.0,71,81,21,Right,2,4,1,70.0,61.0,71.0,72.0,56.0,64.0,MD
139716,198989,17.0,65,66,26,Right,4,3,1,74.0,60.0,60.0,68.0,48.0,64.0,MD
1406,246340,24.0,75,85,22,Right,4,4,1,91.0,66.0,68.0,79.0,44.0,58.0,FW
164694,163571,15.0,76,76,28,Right,5,3,2,87.0,67.0,74.0,78.0,40.0,54.0,MD
56268,225953,21.0,83,88,22,Right,2,4,2,87.0,79.0,78.0,85.0,39.0,72.0,MD
117122,187602,18.0,70,70,28,Right,3,2,1,76.0,55.0,63.0,67.0,69.0,72.0,DF
20336,224294,23.0,74,78,25,Right,4,3,1,60.0,63.0,74.0,77.0,66.0,66.0,MD
94902,200206,19.0,76,77,27,Right,3,4,1,78.0,75.0,73.0,78.0,30.0,50.0,MD
147518,177604,16.0,80,80,29,Left,2,2,2,77.0,53.0,72.0,75.0,81.0,72.0,DF
56203,208670,21.0,85,86,27,Left,2,5,3,80.0,76.0,87.0,84.0,50.0,66.0,MD
155383,213733,16.0,65,75,22,Right,3,3,1,70.0,66.0,57.0,68.0,34.0,60.0,FW
110289,240734,19.0,55,76,17,Left,3,2,1,48.0,41.0,52.0,56.0,53.0,54.0,MD
52071,251569,22.0,60,78,19,Left,3,2,1,71.0,36.0,43.0,58.0,56.0,58.0,DF
46723,246763,22.0,65,80,19,Right,3,2,1,70.0,36.0,59.0,64.0,62.0,61.0,DF
39009,205897,22.0,74,76,26,Right,3,3,1,61.0,61.0,68.0,72.0,72.0,71.0,MD
112389,112542,18.0,78,78,37,Right,3,2,2,34.0,61.0,62.0,50.0,82.0,70.0,DF
116487,228674,18.0,70,80,22,Right,5,2,1,84.0,48.0,63.0,68.0,68.0,66.0,DF
144631,222399,17.0,58,69,20,Left,3,2,1,65.0,36.0,48.0,55.0,58.0,57.0,DF
164317,119152,15.0,78,78,33,Right,3,2,2,74.0,62.0,60.0,53.0,78.0,80.0,DF
114927,210872,18.0,72,80,22,Right,4,4,1,83.0,64.0,66.0,80.0,22.0,45.0,MD
145862,234253,17.0,55,67,18,Right,3,3,1,58.0,51.0,51.0,67.0,32.0,38.0,MD
109144,241474,19.0,58,74,19,Right,4,2,1,70.0,48.0,52.0,64.0,35.0,45.0,FW
114560,147779,18.0,73,73,33,Right,3,3,2,89.0,68.0,66.0,74.0,54.0,67.0,FW
1123,273106,24.0,76,82,22,Left,3,2,1,70.0,62.0,68.0,69.0,73.0,70.0,MD
18894,237942,23.0,79,83,24,Left,3,3,1,81.0,46.0,69.0,72.0,75.0,76.0,DF
165676,164469,15.0,73,73,27,Right,4,3,2,90.0,74.0,66.0,73.0,39.0,80.0,FW
155221,190528,16.0,66,66,29,Right,4,3,1,65.0,51.0,62.0,63.0,66.0,74.0,MD
28680,184469,23.0,65,65,32,Left,4,3,1,53.0,64.0,65.0,63.0,62.0,63.0,MD
130950,190717,17.0,76,77,26,Right,4,4,1,87.0,73.0,67.0,79.0,52.0,80.0,MD
147889,210897,16.0,77,84,20,Right,3,2,1,82.0,56.0,54.0,69.0,78.0,79.0,DF
133783,183453,17.0,71,72,27,Right,2,2,2,63.0,72.0,65.0,65.0,69.0,79.0,MD
165218,50598,15.0,74,74,30,Right,3,3,2,77.0,76.0,54.0,66.0,28.0,59.0,FW
131181,228698,17.0,75,87,20,Right,4,3,1,77.0,72.0,73.0,75.0,60.0,69.0,MD
172857,7612,15.0,63,63,36,Left,3,2,2,29.0,66.0,73.0,63.0,68.0,60.0,DF
75052,188567,20.0,88,88,30,Right,4,4,3,94.0,85.0,75.0,80.0,37.0,69.0,FW
19772,224258,23.0,75,83,24,Right,3,3,1,72.0,56.0,61.0,70.0,75.0,81.0,DF
111750,146562,18.0,83,83,32,Right,5,4,3,65.0,76.0,85.0,85.0,61.0,63.0,MD
131254,203279,17.0,75,80,24,Left,3,3,1,88.0,67.0,70.0,76.0,37.0,58.0,MD
150580,179746,16.0,71,74,25,Right,3,2,1,63.0,70.0,58.0,67.0,40.0,79.0,FW
122844,239296,18.0,64,71,22,Right,3,3,1,66.0,63.0,46.0,54.0,23.0,65.0,FW
141520,235470,17.0,63,69,23,Right,4,3,1,74.0,53.0,58.0,71.0,37.0,44.0,MD
63620,212341,21.0,67,74,24,Right,3,2,1,50.0,46.0,49.0,57.0,66.0,80.0,DF
133272,175314,17.0,72,72,27,Right,4,2,1,69.0,60.0,73.0,69.0,57.0,73.0,MD
75973,201862,20.0,78,78,29,Left,2,3,3,67.0,59.0,68.0,65.0,76.0,76.0,DF
547,244749,24.0,79,81,27,Left,3,2,2,71.0,50.0,64.0,64.0,81.0,75.0,DF
18514,230666,23.0,83,86,25,Right,3,4,2,84.0,82.0,74.0,86.0,40.0,74.0,FW
137965,218253,17.0,67,67,28,Right,4,3,1,69.0,61.0,60.0,70.0,45.0,54.0,MD
11,239818,24.0,89,90,26,Right,4,2,4,62.0,39.0,66.0,69.0,89.0,87.0,DF
107327,225479,19.0,61,74,21,Right,3,2,1,59.0,62.0,58.0,57.0,55.0,62.0,MD
135290,205585,17.0,69,74,23,Right,3,2,1,65.0,41.0,65.0,62.0,65.0,64.0,MD
7057,223085,24.0,68,68,30,Right,3,3,1,68.0,65.0,66.0,70.0,61.0,68.0,MD
15,203376,24.0,89,89,31,Right,3,2,4,78.0,60.0,71.0,72.0,89.0,86.0,DF
129770,53914,17.0,82,82,33,Right,3,2,2,67.0,46.0,58.0,55.0,83.0,81.0,DF
20556,206304,23.0,74,74,31,Right,2,2,1,47.0,70.0,73.0,66.0,73.0,69.0,MD
65364,193942,21.0,66,66,30,Left,2,3,1,56.0,56.0,63.0,62.0,64.0,65.0,MD
111882,230666,18.0,81,92,20,Right,4,4,2,87.0,79.0,71.0,87.0,26.0,67.0,FW
24066,169078,23.0,69,69,30,Left,2,3,1,69.0,65.0,70.0,71.0,51.0,61.0,MD
65109,243857,21.0,66,68,26,Left,3,2,1,74.0,38.0,50.0,64.0,66.0,61.0,DF
1227,229348,24.0,76,77,25,Left,3,3,1,87.0,45.0,68.0,76.0,70.0,76.0,DF
156513,210468,16.0,64,72,21,Right,5,2,1,39.0,43.0,50.0,41.0,66.0,67.0,DF
164115,157503,15.0,80,80,26,Right,3,3,3,71.0,59.0,70.0,70.0,78.0,83.0,MD
29628,271330,23.0,64,69,25,Left,3,2,1,74.0,23.0,49.0,62.0,60.0,64.0,DF
75625,220651,20.0,79,84,22,Left,3,4,2,85.0,64.0,79.0,81.0,72.0,78.0,DF
94826,205469,19.0,76,80,26,Right,2,2,1,72.0,30.0,50.0,38.0,78.0,80.0,DF
167628,156170,15.0,69,69,31,Right,3,4,2,75.0,62.0,67.0,70.0,38.0,57.0,MD
59139,231949,21.0,73,73,26,Right,3,4,1,78.0,73.0,69.0,74.0,44.0,69.0,FW
93563,176635,19.0,86,86,29,Left,2,4,4,70.0,73.0,86.0,85.0,24.0,58.0,MD
155354,228101,16.0,65,77,20,Right,4,3,1,79.0,37.0,47.0,62.0,64.0,62.0,DF
88585,236011,20.0,62,70,21,Right,3,2,1,64.0,31.0,43.0,53.0,60.0,69.0,DF
64129,183465,21.0,67,67,29,Right,3,3,2,52.0,62.0,68.0,66.0,67.0,64.0,DF
151240,182837,16.0,70,73,24,Right,4,4,1,89.0,71.0,64.0,74.0,34.0,69.0,MD
131934,147455,17.0,74,74,33,Right,4,4,2,71.0,71.0,73.0,78.0,39.0,53.0,FW
39324,234112,22.0,73,84,22,Right,3,3,1,88.0,58.0,64.0,73.0,66.0,67.0,DF
175812,208096,15.0,59,68,21,Right,3,3,1,69.0,49.0,57.0,64.0,29.0,55.0,MD
58147,243715,21.0,74,87,19,Right,3,2,1,69.0,33.0,61.0,66.0,75.0,75.0,DF
72335,234252,21.0,58,70,21,Right,2,2,1,60.0,30.0,38.0,46.0,56.0,65.0,DF
164395,200106,15.0,77,82,24,Left,3,4,2,80.0,78.0,75.0,79.0,29.0,55.0,FW
37083,241461,22.0,82,90,21,Right,4,4,1,82.0,79.0,78.0,82.0,35.0,66.0,FW
90062,240175,20.0,60,70,20,Right,3,3,1,55.0,50.0,58.0,67.0,44.0,57.0,MD
95596,216356,19.0,75,75,29,Left,3,3,1,76.0,64.0,69.0,71.0,70.0,64.0,DF
140724,182617,17.0,64,65,27,Right,3,2,1,69.0,61.0,57.0,63.0,49.0,72.0,FW
169546,190430,15.0,66,72,24,Left,3,2,1,69.0,39.0,60.0,64.0,66.0,68.0,DF
58607,237161,21.0,73,83,22,Right,4,2,1,62.0,66.0,71.0,69.0,62.0,66.0,MD
54332,264411,22.0,56,76,17,Right,3,2,1,61.0,31.0,37.0,37.0,56.0,60.0,DF
93559,184432,19.0,86,87,28,Right,3,2,3,76.0,55.0,78.0,73.0,87.0,77.0,DF
43333,248870,22.0,68,80,21,Right,3,4,1,73.0,54.0,64.0,69.0,65.0,70.0,MD
130032,177519,17.0,80,80,29,Right,4,2,2,66.0,41.0,64.0,66.0,81.0,72.0,DF
74007,238221,21.0,54,67,21,Left,3,2,1,47.0,28.0,33.0,35.0,54.0,57.0,DF
132064,189530,17.0,74,74,28,Right,4,2,1,73.0,59.0,69.0,72.0,72.0,68.0,DF
169815,182184,15.0,66,68,25,Right,3,2,1,66.0,59.0,68.0,64.0,53.0,69.0,MD
60672,242079,21.0,70,80,22,Right,3,3,1,67.0,63.0,69.0,68.0,69.0,62.0,MD
150819,166838,16.0,71,71,28,Right,4,4,1,77.0,67.0,67.0,74.0,39.0,68.0,MD
153261,178556,16.0,68,68,27,Right,4,2,1,63.0,66.0,71.0,64.0,61.0,74.0,MD
100041,240740,19.0,68,87,17,Right,3,3,1,83.0,59.0,64.0,72.0,30.0,61.0,FW
115874,223922,18.0,71,74,24,Left,4,2,1,66.0,68.0,72.0,68.0,62.0,68.0,MD
143296,194859,17.0,61,61,27,Right,2,3,1,59.0,49.0,62.0,63.0,57.0,62.0,MD
38401,239837,22.0,75,82,22,Right,3,3,1,70.0,76.0,77.0,74.0,56.0,62.0,MD
109113,241614,19.0,58,77,17,Left,3,2,1,64.0,54.0,58.0,56.0,42.0,53.0,MD
147385,166706,16.0,81,81,30,Right,2,2,3,62.0,38.0,48.0,53.0,82.0,82.0,DF
56872,208135,21.0,78,80,27,Right,3,3,2,68.0,74.0,71.0,74.0,76.0,82.0,MD
31406,260406,23.0,62,84,17,Left,3,3,1,72.0,57.0,54.0,65.0,25.0,46.0,FW
166325,171972,15.0,71,75,26,Right,3,3,1,67.0,58.0,70.0,74.0,70.0,69.0,MD
1162,245336,24.0,76,80,26,Left,4,2,1,61.0,42.0,64.0,63.0,77.0,78.0,DF
284,229984,24.0,81,84,26,Left,3,3,2,74.0,60.0,78.0,78.0,77.0,73.0,DF
39317,247377,22.0,73,85,21,Right,3,3,1,84.0,65.0,69.0,77.0,59.0,49.0,MD
142873,234752,17.0,61,71,20,Left,3,3,1,74.0,59.0,49.0,63.0,21.0,53.0,FW
82366,182617,20.0,68,68,30,Right,3,2,1,67.0,66.0,56.0,63.0,45.0,81.0,FW
93924,211575,19.0,80,85,24,Right,4,4,3,65.0,69.0,77.0,77.0,73.0,81.0,MD
145920,235786,17.0,55,65,17,Right,3,3,1,79.0,49.0,46.0,61.0,28.0,52.0,MD
114628,166838,18.0,73,73,30,Right,4,4,1,71.0,66.0,67.0,76.0,39.0,68.0,MD
154572,224449,16.0,66,72,24,Right,4,3,1,75.0,60.0,62.0,71.0,36.0,44.0,MD
604,202695,24.0,79,79,30,Right,4,2,1,55.0,45.0,62.0,60.0,81.0,79.0,DF
144601,225071,17.0,58,70,20,Right,3,2,1,68.0,40.0,49.0,58.0,53.0,67.0,MD
129819,204529,17.0,81,86,22,Right,4,3,2,83.0,80.0,59.0,79.0,27.0,73.0,FW
37002,183711,22.0,84,84,31,Right,3,3,3,66.0,74.0,83.0,79.0,78.0,81.0,MD
54353,248473,22.0,56,73,19,Left,3,2,1,60.0,33.0,49.0,50.0,55.0,67.0,MD
166336,183442,15.0,71,75,25,Right,3,3,1,77.0,68.0,70.0,70.0,42.0,65.0,MD
165627,138784,15.0,73,73,29,Left,3,3,2,78.0,72.0,73.0,76.0,72.0,70.0,DF
56426,205693,21.0,81,83,26,Right,3,3,2,70.0,80.0,62.0,75.0,51.0,82.0,FW
114049,183800,18.0,74,74,27,Right,4,4,2,81.0,69.0,71.0,79.0,31.0,73.0,MD
133623,201955,17.0,71,76,23,Left,3,2,1,76.0,51.0,62.0,69.0,69.0,74.0,DF
171923,148137,15.0,64,64,29,Left,3,2,1,66.0,63.0,58.0,62.0,64.0,72.0,DF
77302,204936,20.0,74,77,26,Right,3,2,1,65.0,49.0,50.0,59.0,73.0,76.0,DF
164039,165229,15.0,81,81,28,Right,3,2,3,81.0,40.0,62.0,65.0,83.0,75.0,DF
153156,158716,16.0,68,68,29,Right,3,3,2,66.0,63.0,66.0,67.0,59.0,71.0,MD
164168,169588,15.0,79,82,26,Right,2,2,2,74.0,31.0,58.0,51.0,81.0,74.0,DF
84977,244497,20.0,65,83,20,Left,3,3,1,82.0,54.0,55.0,70.0,24.0,40.0,MD
165372,203574,15.0,73,83,20,Right,2,2,1,72.0,37.0,60.0,65.0,75.0,73.0,DF
135659,158902,17.0,69,69,30,Left,3,2,1,66.0,47.0,69.0,66.0,68.0,72.0,DF
148204,197756,16.0,76,80,23,Right,3,3,2,77.0,76.0,71.0,77.0,30.0,73.0,FW
75211,200949,20.0,83,84,26,Right,4,4,3,92.0,79.0,76.0,87.0,42.0,66.0,FW
20543,204936,23.0,74,74,29,Right,3,2,1,64.0,46.0,54.0,61.0,73.0,77.0,DF
40045,237161,22.0,72,79,23,Right,3,2,1,57.0,65.0,70.0,69.0,64.0,64.0,MD
125251,240226,18.0,61,79,17,Left,4,3,1,72.0,64.0,51.0,62.0,29.0,42.0,FW
125313,232841,18.0,61,75,20,Right,2,3,1,77.0,49.0,59.0,72.0,52.0,38.0,MD
121584,210389,18.0,65,74,23,Left,3,2,1,79.0,43.0,61.0,59.0,56.0,68.0,DF
130194,163492,17.0,79,79,31,Left,2,2,2,41.0,48.0,65.0,57.0,80.0,77.0,DF
152450,201436,16.0,69,69,29,Right,3,3,1,77.0,53.0,72.0,66.0,40.0,67.0,MD
114483,191151,18.0,73,74,28,Right,3,3,1,65.0,47.0,65.0,70.0,69.0,80.0,MD
151896,197893,16.0,69,74,24,Right,4,2,1,54.0,56.0,61.0,57.0,69.0,76.0,MD
2450,225974,24.0,73,76,26,Left,3,2,1,51.0,32.0,46.0,51.0,72.0,80.0,DF
82623,219909,20.0,68,68,31,Right,3,3,1,77.0,60.0,69.0,68.0,49.0,40.0,MD
56703,211575,21.0,79,80,26,Right,4,4,3,58.0,69.0,78.0,77.0,70.0,76.0,MD
104319,225614,19.0,64,81,20,Right,4,3,1,76.0,58.0,58.0,72.0,38.0,46.0,MD
113915,152514,18.0,74,74,31,Left,2,3,1,67.0,70.0,75.0,75.0,61.0,70.0,MD
12959,273651,24.0,62,77,20,Right,2,2,1,63.0,29.0,47.0,48.0,60.0,69.0,DF
117836,224484,18.0,69,70,25,Right,4,3,1,79.0,59.0,63.0,72.0,31.0,49.0,MD
222,216393,24.0,82,84,26,Right,5,4,2,50.0,79.0,85.0,79.0,69.0,69.0,MD
18484,186345,23.0,84,84,31,Right,4,3,2,70.0,64.0,82.0,77.0,80.0,72.0,DF
1776,244621,24.0,75,75,28,Left,3,3,2,71.0,76.0,61.0,72.0,41.0,79.0,FW
75057,200104,20.0,87,88,26,Right,5,4,3,88.0,86.0,80.0,87.0,42.0,68.0,FW
134572,193278,17.0,70,72,25,Left,3,3,1,78.0,42.0,63.0,68.0,66.0,69.0,DF
36933,201535,22.0,86,88,28,Right,3,2,3,82.0,49.0,64.0,65.0,87.0,82.0,DF
170571,198330,15.0,65,69,26,Right,2,3,1,76.0,64.0,63.0,66.0,61.0,71.0,DF
115927,187590,18.0,71,72,27,Right,3,3,1,74.0,69.0,58.0,73.0,31.0,73.0,FW
56332,245279,21.0,82,89,23,Left,3,3,1,85.0,55.0,73.0,78.0,78.0,70.0,DF
129916,188803,17.0,81,81,28,Right,3,4,2,90.0,77.0,75.0,85.0,47.0,63.0,MD
154367,213642,16.0,66,76,19,Left,4,2,1,80.0,65.0,53.0,65.0,24.0,59.0,FW
125949,228053,18.0,60,76,19,Left,3,3,1,68.0,58.0,40.0,56.0,19.0,59.0,FW
112518,213955,18.0,77,85,22,Right,4,3,1,82.0,75.0,64.0,75.0,40.0,68.0,FW
94143,169706,19.0,79,79,29,Right,4,3,2,55.0,64.0,76.0,75.0,79.0,81.0,MD
105450,229379,19.0,63,76,20,Left,2,3,1,64.0,49.0,59.0,66.0,38.0,40.0,MD
75645,204529,20.0,79,82,25,Right,5,4,2,76.0,79.0,58.0,78.0,33.0,72.0,FW
108703,229372,19.0,59,71,20,Right,3,2,1,45.0,26.0,39.0,42.0,60.0,59.0,DF
148133,204713,16.0,76,84,23,Left,2,4,1,88.0,72.0,72.0,78.0,38.0,73.0,MD
126609,234378,18.0,59,78,18,Right,3,2,1,63.0,30.0,45.0,51.0,61.0,66.0,MD
57741,207616,21.0,75,79,25,Right,4,2,1,68.0,29.0,59.0,68.0,75.0,74.0,DF
57565,207707,21.0,76,76,31,Left,3,3,2,75.0,56.0,70.0,71.0,75.0,74.0,DF
128006,229378,18.0,56,70,19,Left,3,2,1,73.0,34.0,47.0,63.0,42.0,50.0,MD
165088,197238,15.0,74,78,25,Right,2,3,1,76.0,73.0,54.0,66.0,32.0,80.0,FW
57804,226078,21.0,75,78,25,Right,5,4,3,81.0,74.0,72.0,78.0,35.0,65.0,FW
154129,167610,16.0,67,67,29,Right,4,2,1,68.0,63.0,67.0,68.0,47.0,65.0,MD
161222,228275,16.0,58,66,21,Right,3,3,1,57.0,32.0,41.0,60.0,62.0,50.0,DF
137184,202048,17.0,67,73,23,Right,3,3,1,61.0,66.0,63.0,64.0,67.0,73.0,MD
42994,198261,22.0,69,69,33,Left,3,2,1,57.0,43.0,67.0,68.0,70.0,69.0,DF
127115,227854,18.0,58,76,19,Left,3,2,1,55.0,26.0,45.0,48.0,57.0,59.0,DF
53918,253429,22.0,57,73,20,Right,2,2,1,61.0,32.0,40.0,45.0,57.0,60.0,DF
164058,184111,15.0,80,85,23,Right,4,3,3,80.0,81.0,64.0,74.0,33.0,85.0,FW
77754,208534,20.0,73,79,25,Right,5,2,1,54.0,41.0,49.0,57.0,73.0,72.0,DF
59055,210441,21.0,73,73,28,Right,3,3,1,68.0,74.0,56.0,67.0,34.0,68.0,FW
12895,260910,24.0,62,79,19,Right,4,3,1,73.0,54.0,57.0,67.0,37.0,54.0,MD
147410,192505,16.0,80,86,22,Left,4,3,3,82.0,80.0,66.0,73.0,33.0,82.0,FW
151524,167111,16.0,70,70,32,Right,3,2,1,30.0,38.0,58.0,49.0,73.0,80.0,DF
155321,221350,16.0,65,83,18,Right,2,2,1,87.0,63.0,48.0,64.0,25.0,54.0,FW
130914,193554,17.0,76,78,26,Right,3,3,1,79.0,73.0,58.0,73.0,31.0,74.0,FW
150031,189682,16.0,72,74,25,Left,3,2,1,69.0,37.0,60.0,64.0,74.0,77.0,DF
97015,202940,19.0,72,73,26,Right,3,3,1,81.0,67.0,67.0,74.0,39.0,56.0,FW
178078,221329,15.0,55,69,18,Right,2,2,1,78.0,36.0,42.0,57.0,54.0,58.0,DF
115601,224294,18.0,71,84,20,Right,4,3,1,73.0,56.0,67.0,76.0,63.0,70.0,MD
131516,177790,17.0,75,75,28,Right,3,2,1,73.0,51.0,61.0,65.0,74.0,80.0,DF
164661,122849,15.0,76,76,30,Right,4,4,2,81.0,75.0,60.0,76.0,34.0,73.0,FW
77824,203505,20.0,73,77,25,Left,4,3,1,77.0,64.0,65.0,72.0,70.0,72.0,DF
151379,184456,16.0,70,71,26,Right,3,2,1,72.0,45.0,53.0,68.0,71.0,72.0,DF
106427,233426,19.0,62,75,21,Left,2,3,1,71.0,45.0,59.0,65.0,54.0,52.0,MD
53933,243391,22.0,57,72,20,Right,3,2,1,66.0,44.0,56.0,56.0,51.0,55.0,MD
18637,236480,23.0,81,86,25,Right,3,4,1,72.0,68.0,75.0,79.0,80.0,77.0,MD
108156,231005,19.0,60,70,21,Right,4,2,1,90.0,54.0,46.0,65.0,38.0,68.0,FW
18626,237678,23.0,81,88,23,Right,2,3,2,78.0,34.0,57.0,67.0,82.0,80.0,DF
163985,164169,15.0,82,82,28,Left,3,3,2,82.0,62.0,76.0,78.0,81.0,77.0,DF
50462,240175,22.0,62,73,22,Right,3,3,1,64.0,55.0,60.0,68.0,49.0,60.0,MD
81674,251566,20.0,68,83,18,Right,2,2,1,85.0,62.0,59.0,72.0,25.0,55.0,FW
1511,239015,24.0,75,79,25,Right,3,4,1,85.0,74.0,62.0,76.0,38.0,69.0,FW
41972,169078,22.0,70,70,29,Left,2,3,1,69.0,66.0,71.0,73.0,51.0,62.0,MD
